segment	word	token.code	dur	step	stepSize	start.time	end.time	jitter	shimmer	hnr	f1	f2	f3	H1Hz	H2Hz	H1-H2	H1dB	H2dB	H1-A1	A1dB	H1-A2	A2dB	H1-A3	A3dB	pitch.range.min	pitch.range.max	prec.seg	next.seg	prec.seg.wd	next.seg.wd	speaker
ES1	tek7	S02-chunked_utiw-151-3-6	180	2	0.09	1.01	1.1	0.0153	0.0812	24.1405	459.65	1977.616	2416.054	216.756	433.512	-9.2703	54.7401	64.0594	-9.2703	64.0594	2.6031	52.1246	9.1284	45.5711	97.835	370.818	T	KG	T	KG	S02
US0	utiw	S02-chunked_utiw-151-4-9	118.7	1	0.05935	1.45	1.509	0.0376	0.0812	15.7014	360.519	1045.409	2601.044	140.283	280.565	-2.9209	52.59	55.5353	5.1409	47.4097	16.7238	35.7533	38.3363	14.0595	97.835	370.818	GS	T	GS	T	S02
US0	utiw	S02-chunked_utiw-151-4-9	118.7	2	0.05935	1.509	1.569	0.051	0.0812	18.7228	305.312	1349.13	2655.234	135.142	270.284	-2.1794	52.2383	54.4411	-2.1794	54.4411	24.4657	27.5787	35.5614	16.4353	97.835	370.818	GS	T	GS	T	S02
IS1	utiw	S02-chunked_utiw-151-4-11	117.94	1	0.05897	1.71	1.769	0.0093	0.0812	18.3494	289.525	2247.662	2934.148	162.959	325.919	3.7664	60.1414	56.326	4.5435	55.5391	20.992	38.9197	26.828	33.0381	97.835	370.818	T	W	T	W	S02
IS1	utiw	S02-chunked_utiw-151-4-11	117.94	2	0.05897	1.769	1.828	0.0054	0.0812	28.2583	329.746	2247.163	2661.797	174.292	348.583	-1.4236	59.1251	60.5634	-1.4236	60.5634	22.8677	36.0718	25.695	33.2281	97.835	370.818	T	W	T	W	S02
IS0	tijb7ij	S02-chunked_utiw-151-5-14	170	1	0.085	2.25	2.335	0.0446	0.0812	20.3444	527.618	1864.008	2710.307	211.906	423.813	-4.2615	52.3788	56.6568	9.5398	42.8068	20.2424	32.0759	19.2565	33.0641	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_utiw-151-5-14	170	2	0.085	2.335	2.42	0.014	0.0812	19.5755	437.677	1804.457	2758.934	235.091	470.183	-1.4466	57.552	59.007	0.1722	57.3788	15.4671	42.0077	22.9861	34.4601	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_utiw-151-5-17	500	1	0.25	2.63	2.88	NA	0.0812	NA	1168.513	3535.05	3792.969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_utiw-151-5-17	500	2	0.25	2.88	3.13	NA	0.0812	NA	1064.1	3086.143	3802.629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_uul-152-2-3	30	1	0.015	0.51	0.525	NA	0.0616	NA	1910.684	2835.766	3865.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_uul-152-2-3	30	2	0.015	0.525	0.54	NA	0.0616	NA	1141.2	2214.757	3307.769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_uul-152-3-6	210	1	0.105	0.92	1.025	0.0163	0.0616	20.3735	451.732	1858.771	2796.009	210	420	-6.6776	57.7242	64.4399	-6.6776	64.4399	13.0647	44.5976	22.2505	35.3779	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_uul-152-3-6	210	2	0.105	1.025	1.13	0.0156	0.0616	23.6843	485.218	1972.084	2522.512	237.358	474.716	-11.6833	52.2248	63.9635	-11.6833	63.9635	0.8031	51.4183	5.7865	46.4151	97.835	370.818	T	KG	T	KG	S02
UL1	uul	S02-chunked_uul-152-4-9	207.64	1	0.10382	1.475	1.579	0.0207	0.0616	23.2688	354.635	760.619	2630.765	191.598	383.196	0.3924	57.4424	57.0463	0.3924	57.0463	17.7487	39.5534	35.1364	22.0794	97.835	370.818	GS	L	GS	L	S02
UL1	uul	S02-chunked_uul-152-4-9	207.64	2	0.10382	1.579	1.683	0.0026	0.0616	33.0481	391.982	1134.984	2589.624	206.685	413.371	-2.3763	62.8899	65.2858	-2.3763	65.2858	26.6126	36.1088	34.4218	28.2677	97.835	370.818	GS	L	GS	L	S02
IS0	tijb7ij	S02-chunked_uul-152-5-12	190	1	0.095	2.09	2.185	0.0536	0.0616	16.3758	610.253	2080.543	2947.111	218.261	436.522	1.3057	52.2603	50.951	21.3778	30.8349	16.6822	35.5388	21.6443	30.568	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_uul-152-5-12	190	2	0.095	2.185	2.28	0.0186	0.0616	25.2807	422.728	1830.11	2752.068	260.275	520.551	0.2841	58.1102	57.8244	18.2343	39.7806	13.7043	44.3308	22.3219	35.6765	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_uul-152-5-15	500	1	0.25	2.48	2.73	NA	0.0616	NA	1078.545	3407.61	3757.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_uul-152-5-15	500	2	0.25	2.73	2.98	NA	0.0616	NA	1138.449	3758.148	3810.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_uup-153-2-3	30	1	0.015	0.51	0.525	NA	0.0677	NA	503.39	1645.674	3173.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_uup-153-2-3	30	2	0.015	0.525	0.54	NA	0.0677	NA	324.674	2025.324	3221.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_uup-153-3-6	180	1	0.09	0.84	0.93	0.0145	0.0677	16.2056	491.383	1785.818	2774.419	189.261	378.522	-1.563	57.6622	59.2326	8.1696	49.4573	11.9254	45.6872	22.7753	34.8023	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_uup-153-3-6	180	2	0.09	0.93	1.02	0.024	0.0677	23.1915	463.348	1906.09	2367.392	219.58	439.161	-9.3315	53.5073	62.8878	-9.3315	62.8878	7.8896	45.5828	11.1668	42.2926	97.835	370.818	T	KG	T	KG	S02
UL1	uup	S02-chunked_uup-153-4-9	154.36	1	0.07718	1.294	1.371	0.0153	0.0677	24.3853	386.898	1001.321	2939.951	196.583	393.166	-6.8415	58.5219	65.4228	-6.8415	65.4228	10.9362	47.5051	38.9907	19.3218	97.835	370.818	GS	PA	GS	PA	S02
UL1	uup	S02-chunked_uup-153-4-9	154.36	2	0.07718	1.371	1.449	0.0067	0.0677	26.4022	427.992	933.094	2823.328	220.274	440.547	-3.0371	63.2836	66.3445	-3.0371	66.3445	16.1916	46.9851	37.0187	26.0677	97.835	370.818	GS	PA	GS	PA	S02
IS0	tijb7ij	S02-chunked_uup-153-5-12	160	1	0.08	1.87	1.95	0.0272	0.0677	19.4814	439.686	1899.941	2645.76	201.24	402.479	-5.9891	52.9785	59.001	-5.9891	59.001	14.7408	38.1713	23.3728	29.5106	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_uup-153-5-12	160	2	0.08	1.95	2.03	0.0247	0.0677	21.7522	432.396	1979.636	3013.19	198.727	397.454	-4.6259	58.4536	63.1082	-4.6259	63.1082	12.0429	46.3466	22.0513	36.2965	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_uup-153-5-15	510	1	0.255	2.48	2.735	NA	0.0677	NA	1064.934	3435.817	3705.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_uup-153-5-15	510	2	0.255	2.735	2.99	NA	0.0677	NA	1132.533	3760.471	3811.594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_uuq-154-2-3	30	1	0.015	0.51	0.525	NA	0.0696	NA	702.742	1763.656	2989.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_uuq-154-2-3	30	2	0.015	0.525	0.54	NA	0.0696	NA	420.9	1767.829	3135.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_uuq-154-3-6	180	1	0.09	1.07	1.16	0.0112	0.0696	16.615	527.938	1801.792	2846.056	163.954	327.908	2.7491	56.7924	54.0324	-7.6444	64.4698	13.3645	43.3803	25.4227	31.2902	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_uuq-154-3-6	180	2	0.09	1.16	1.25	0.0197	0.0696	18.7796	467.6	1919.064	2464.442	183.606	367.212	-4.4953	50.9599	55.4764	5.218	45.7196	11.7767	39.1363	18.3538	32.5385	97.835	370.818	T	KG	T	KG	S02
UL1	uuq	S02-chunked_uuq-154-4-9	131.86	1	0.06593	1.56	1.626	0.0089	0.0696	24.8999	335.727	898.574	2613.047	170.305	340.61	-5.1864	55.5479	60.7898	-5.1864	60.7898	14.0874	41.3363	36.4352	18.8676	97.835	370.818	GS	QA	GS	QA	S02
UL1	uuq	S02-chunked_uuq-154-4-9	131.86	2	0.06593	1.626	1.692	0.0073	0.0696	27.4739	372.544	973.911	2723.272	188.678	377.355	-6.9521	56.6425	63.6574	-6.9521	63.6574	10.9064	45.6531	31.2043	25.2491	97.835	370.818	GS	QA	GS	QA	S02
IS0	tijb7ij	S02-chunked_uuq-154-5-12	170	1	0.085	2.12	2.205	0.0226	0.0696	24.9807	461.413	1997.859	2653.005	165.332	330.664	-6.6655	51.7351	58.4338	8.5542	43.1443	15.8757	35.7968	20.5952	31.0632	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_uuq-154-5-12	170	2	0.085	2.205	2.29	0.0322	0.0696	19.6183	538.201	2051.17	2790.428	156.357	312.713	3.5658	55.6543	52.0755	6.0222	49.6106	22.2038	33.3837	20.1014	35.4909	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_uuq-154-5-15	500	1	0.25	2.78	3.03	NA	0.0696	NA	1058.526	3411.181	3745.703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_uuq-154-5-15	500	2	0.25	3.03	3.28	NA	0.0696	NA	1128.065	3761.679	3812.474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_uutz7-155-2-3	30	1	0.015	0.51	0.525	NA	0.0806	NA	852.337	2298.925	3623.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_uutz7-155-2-3	30	2	0.015	0.525	0.54	NA	0.0806	NA	576.78	1603.358	2993.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_uutz7-155-3-6	200	1	0.1	0.86	0.96	0.0153	0.0806	17.601	468.331	1761.706	2823.795	168.189	336.377	-1.0589	56.9812	58.0455	-5.5536	62.5645	14.9549	41.9606	23.4923	33.3948	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_uutz7-155-3-6	200	2	0.1	0.96	1.06	0.0302	0.0806	24.9874	441.584	1906.734	2546.37	191.778	383.557	-6.7843	51.6352	58.4565	-2.098	53.7441	5.8493	45.7578	16.9913	34.5719	97.835	370.818	T	KG	T	KG	S02
UL1	uutz7	S02-chunked_uutz7-155-5-10	119.64	1	0.05982	1.689	1.749	0.0192	0.0806	20.7487	336.487	937.019	2874.117	158.868	317.737	-4.947	54.7475	59.7452	-2.9532	57.7304	13.7072	40.9242	38.7444	15.7631	97.835	370.818	GS	TSG	GS	TSG	S02
UL1	uutz7	S02-chunked_uutz7-155-5-10	119.64	2	0.05982	1.749	1.809	0.0146	0.0806	24.5088	366.228	1221.909	2570.008	174.905	349.81	-7.6641	56.5679	64.3001	-7.6641	64.3001	13.4977	42.9725	31.3088	25.0742	97.835	370.818	GS	TSG	GS	TSG	S02
IS0	tijb7ij	S02-chunked_uutz7-155-6-13	140	1	0.07	2.23	2.3	0.0695	0.0806	15.56	459.664	1584.326	2672.791	161.852	323.704	-3.5368	49.8698	53.4235	3.6665	46.1871	23.3211	26.4668	19.1866	30.6122	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_uutz7-155-6-13	140	2	0.07	2.3	2.37	0.0197	0.0806	22.6418	379.733	1827.127	2797.213	159.834	319.668	2.2351	56.611	54.3598	-0.6918	57.3079	18.5843	37.9134	19.139	37.356	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_uutz7-155-6-16	510	1	0.255	2.7	2.955	NA	0.0806	NA	1017.569	3369.885	3674.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_uutz7-155-6-16	510	2	0.255	2.955	3.21	NA	0.0806	NA	1140.164	3758.341	3810.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_waa-156-2-3	30	1	0.015	0.51	0.525	NA	0.0764	NA	776.749	2282.795	3390.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_waa-156-2-3	30	2	0.015	0.525	0.54	NA	0.0764	NA	733.336	1641.76	3261.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_waa-156-3-6	190	1	0.095	0.89	0.985	0.0197	0.0764	18.2521	479.053	1797.697	2809.561	207.892	415.784	-4.7796	55.0515	59.8532	1.7669	53.2769	9.5782	45.4346	24.2107	30.7575	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_waa-156-3-6	190	2	0.095	0.985	1.08	0.0292	0.0764	24.2222	486.105	1955.396	2429.679	238.978	477.956	-11.0821	52.3421	63.4746	-11.0821	63.4746	1.1916	51.1457	14.8242	37.4659	97.835	370.818	T	KG	T	KG	S02
AL1	waa	S02-chunked_waa-156-5-10	193.49	1	0.09675	2.381	2.478	0.0081	0.0764	25.718	728.225	1229.463	2770.66	179.35	358.699	0.3188	54.277	53.9575	-8.186	62.4855	1.0138	53.2607	22.6268	31.6047	97.835	370.818	W	T	W	NA	S02
AL1	waa	S02-chunked_waa-156-5-10	193.49	2	0.09675	2.478	2.575	0.004	0.0764	27.5549	789.76	1408.384	2851.879	198.467	396.935	1.3847	53.0267	51.6391	-9.4004	62.4484	-5.146	58.1839	17.3101	35.6865	97.835	370.818	W	T	W	NA	S02
IS0	tijb7ij	S02-chunked_waa-156-6-12	190	1	0.095	2.9	2.995	0.035	0.0764	20.9034	535.783	2047.269	2884.37	231.162	462.323	2.4364	52.5831	50.1383	2.4364	50.1383	14.3083	38.2315	19.0993	33.429	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_waa-156-6-12	190	2	0.095	2.995	3.09	0.0122	0.0764	20.8666	518.836	1962.643	2723.871	236.827	473.655	-2.0701	56.3095	58.3881	-2.0701	58.3881	12.3044	43.9612	21.0018	35.2393	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_waa-156-6-15	490	1	0.245	3.23	3.475	NA	0.0764	NA	1122.701	2536.009	3742.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_waa-156-6-15	490	2	0.245	3.475	3.72	NA	0.0764	NA	1105.936	3702.17	3814.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_waaq7-157-2-3	30	1	0.015	0.51	0.525	NA	0.0707	NA	786.241	1723.146	2867.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_waaq7-157-2-3	30	2	0.015	0.525	0.54	NA	0.0707	NA	561.674	1392.044	2621.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_waaq7-157-3-6	180	1	0.09	0.97	1.06	0.0136	0.0707	18.1015	498.112	1835.85	2941.533	188.397	376.793	-2.1437	54.7883	56.9413	8.8997	45.8536	13.9839	40.7522	25.7948	28.9094	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_waaq7-157-3-6	180	2	0.09	1.06	1.15	0.024	0.0707	22.4962	456.091	1993.151	2449.268	211.527	423.054	-7.7555	53.4921	61.2886	-7.7555	61.2886	7.3671	46.0914	15.1666	38.2618	97.835	370.818	T	KG	T	KG	S02
AL1	waaq7	S02-chunked_waaq7-157-4-9	167.67	1	0.08384	1.674	1.758	0.009	0.0707	26.4707	717.522	1215.834	2756.864	153.631	307.262	1.2403	55.4342	54.1906	-5.9649	61.416	1.9984	53.4305	24.0536	31.3301	97.835	370.818	W	QG	W	QG	S02
AL1	waaq7	S02-chunked_waaq7-157-4-9	167.67	2	0.08384	1.758	1.841	0.0622	0.0707	23.3025	859.653	1318.716	2943.026	150.934	301.869	5.6725	49.3785	43.6965	-13.6147	63.0209	-8.232	57.6265	18.1057	31.2465	97.835	370.818	W	QG	W	QG	S02
IS0	tijb7ij	S02-chunked_waaq7-157-5-12	150	1	0.075	2.37	2.445	0.0285	0.0707	23.8902	382.039	1772.825	2579.09	187.999	375.997	-6.4258	49.9847	56.4552	-6.4258	56.4552	17.4044	32.4874	19.4888	30.3946	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_waaq7-157-5-12	150	2	0.075	2.445	2.52	0.0142	0.0707	18.7015	353.852	1825.135	2824.238	204.424	408.848	-1.0476	55.8367	56.8933	9.4663	46.2977	16.5563	39.1625	26.0755	29.5947	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_waaq7-157-5-15	500	1	0.25	2.89	3.14	NA	0.0707	NA	952.357	1959.958	3708.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_waaq7-157-5-15	500	2	0.25	3.14	3.39	NA	0.0707	NA	1098.392	3196.738	3801.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_wajiij_-158-2-3	30	1	0.015	0.51	0.525	NA	0.0953	NA	919.646	1305.255	2673.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_wajiij_-158-2-3	30	2	0.015	0.525	0.54	NA	0.0953	NA	1216.965	2087.595	3604.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_wajiij_-158-3-6	190	1	0.095	0.88	0.975	0.03	0.0953	19.3372	485.464	1789.08	2843.432	190.956	381.911	-2.3654	55.0603	57.4365	6.0427	48.9921	6.7423	48.2898	22.6054	32.3752	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_wajiij_-158-3-6	190	2	0.095	0.975	1.07	0.0138	0.0953	25.3858	451.027	1958.386	2393.001	215.021	430.041	-9.4811	52.6205	62.1519	-9.4811	62.1519	0.6675	51.9498	5.7428	46.8514	97.835	370.818	T	KG	T	KG	S02
AS0	wajiij	S02-chunked_wajiij_-158-5-10	68.48	1	0.03424	3.443	3.477	0.006	0.0953	24.2585	610.753	1197.163	2736.022	138.711	277.421	1.1675	56.5645	55.393	-1.3498	57.9191	3.9085	52.6429	23.2122	33.2882	97.835	370.818	W	H	W	H	S02
AS0	wajiij	S02-chunked_wajiij_-158-5-10	68.48	2	0.03424	3.477	3.512	0.0289	0.0953	21.3554	671.841	1281.017	2671.48	133.192	266.385	2.0396	56.5253	54.4798	-1.7381	58.2685	4.5611	51.9513	25.3532	31.1143	97.835	370.818	W	H	W	H	S02
IL1	wajiij	S02-chunked_wajiij_-158-5-12	168.83	1	0.08441	3.661	3.745	0.017	0.0953	17.7143	312.499	2209.682	2970.01	183.519	367.038	4.4682	58.2778	53.7644	18.7402	39.3733	24.669	33.4062	27.1126	30.9487	97.835	370.818	H	H	H	H	S02
IL1	wajiij	S02-chunked_wajiij_-158-5-12	168.83	2	0.08441	3.745	3.829	0.0066	0.0953	26.0678	382.943	2191.126	3092.843	211.738	423.476	0.3259	61.0419	60.7135	22.3012	38.6042	20.9661	39.9458	28.0728	32.8076	97.835	370.818	H	H	H	H	S02
IS0	tijb7ij	S02-chunked_wajiij_-158-7-16	160	1	0.08	4.21	4.29	0.0505	0.0953	17.5161	546.318	1979.815	2842.15	225.601	451.202	1.5372	54.8687	53.326	20.7465	34.0615	12.8445	41.9832	23.9427	30.8585	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_wajiij_-158-7-16	160	2	0.08	4.29	4.37	0.0224	0.0953	21.7407	436.097	1973.295	2754.118	227.672	455.345	-2.8372	59.3918	62.2464	4.1435	55.2244	13.1881	46.1339	26.7353	32.5337	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_wajiij_-158-7-19	500	1	0.25	4.85	5.1	NA	0.0953	NA	1115.98	3396.638	3777.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_wajiij_-158-7-19	500	2	0.25	5.1	5.35	NA	0.0953	NA	1144.06	3757.047	3809.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_wichooch-159-2-3	40	1	0.02	0.51	0.53	NA	0.0894	NA	1560.037	2872.265	3760.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_wichooch-159-2-3	40	2	0.02	0.53	0.55	NA	0.0894	NA	848.921	2604.416	3533.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_wichooch-159-3-6	190	1	0.095	1.09	1.185	0.0195	0.0894	17.4977	443.668	1777.344	2771.679	140.452	280.904	0.1415	57.9761	57.8338	-3.5895	61.5865	16.1149	41.7836	24.9679	32.8989	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_wichooch-159-3-6	190	2	0.095	1.185	1.28	0.0259	0.0894	16.9128	441.723	1938.439	2556.997	157.751	315.502	-0.5116	52.2695	52.7837	0.5737	51.6929	9.7885	42.4361	21.1881	30.9963	97.835	370.818	T	KG	T	KG	S02
IS0	wichooch	S02-chunked_wichooch-159-5-10	34.31	1	0.01715	2.26	2.277	NA	0.0894	20.8649	293.445	1324.006	2430.252	117.696	235.392	-3.0391	54.0516	57.1282	6.2194	47.7623	22.4567	31.385	27.6835	26.1258	97.835	370.818	W	CH	W	CH	S02
IS0	wichooch	S02-chunked_wichooch-159-5-10	34.31	2	0.01715	2.277	2.294	NA	0.0894	13.2793	282.645	1868.35	2773.828	114.112	228.224	0.1144	53.0898	52.974	8.4621	44.5321	29.1739	23.6598	27.5694	25.2732	97.835	370.818	W	CH	W	CH	S02
OL1	wichooch	S02-chunked_wichooch-159-5-12	126.44	1	0.06322	2.454	2.517	0.025	0.0894	18.7046	413.08	1375.361	2539.365	140.119	280.238	0.9171	59.44	58.5169	-1.0068	60.4536	19.8992	39.4312	32.1095	27.1759	97.835	370.818	CH	CHA	CH	CHA	S02
OL1	wichooch	S02-chunked_wichooch-159-5-12	126.44	2	0.06322	2.517	2.581	0.0095	0.0894	24.0283	426.491	1399.483	2822.055	138.878	277.757	0.0741	58.0294	57.9548	-2.2419	60.2853	12.2883	45.6743	37.3956	20.4806	97.835	370.818	CH	CHA	CH	CHA	S02
IS0	tijb7ij	S02-chunked_wichooch-159-6-15	140	1	0.07	2.98	3.05	0.0412	0.0894	13.0038	353.492	1593.553	2417.602	127.058	254.116	-2.9713	49.7324	52.7268	4.1039	45.5989	31.6509	17.9207	28.1373	21.4446	97.835	370.818	T	H	T	H	S02
IS0	tijb7ij	S02-chunked_wichooch-159-6-15	140	2	0.07	3.05	3.12	0.0423	0.0894	18.4741	474.672	1939.925	2860.148	120.463	240.926	-0.2837	53.4588	53.7438	8.4086	45.0149	19.456	33.9306	24.6643	28.7085	97.835	370.818	T	H	T	H	S02
IS1	tijb7ij	S02-chunked_wichooch-159-6-18	510	1	0.255	3.91	4.165	NA	0.0894	NA	996.982	2440.957	3693.104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
IS1	tijb7ij	S02-chunked_wichooch-159-6-18	510	2	0.255	4.165	4.42	NA	0.0894	NA	1023.906	1991.823	3773.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	BG	H	BG	H	S02
AS1	yaj	S02-chunked_wiich-160-2-3	30	1	0.015	0.51	0.525	NA	0.081	NA	550.842	1918.937	2561.471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
AS1	yaj	S02-chunked_wiich-160-2-3	30	2	0.015	0.525	0.54	NA	0.081	NA	468.409	1282.107	2729.352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.835	370.818	Y	H	Y	H	S02
ES1	tek7	S02-chunked_wiich-160-3-6	220	1	0.11	0.86	0.97	0.0196	0.081	20.2065	493.038	1806.628	2722.845	186.417	372.834	-2.0772	57.9094	59.9965	4.4654	53.424	10.1991	47.6669	25.0559	32.7623	97.835	370.818	T	KG	T	KG	S02
ES1	tek7	S02-chunked_wiich-160-3-6	220	2	0.11	0.97	1.08	0.0174	0.081	24.8715	462.939	1907.765	2342.265	208.561	417.123	-8.1002	53.7177	61.8604	-8.1002	61.8604	4.6802	49.0157	9.1991	44.4778	97.835	370.818	T	KG	T	KG	S02
IL1	wiich	S02-chunked_wiich-160-5-10	137.51	1	0.06875	1.872	1.941	0.0156	0.081	24.7811	320.989	1845.285	2536.563	173.493	346.986	0.038	61.3697	61.3313	7.4435	53.8479	33.9273	27.1713	29.1432	31.9806	97.835	370.818	W	CHA	W	CHA	S02
IL1	wiich	S02-chunked_wiich-160-5-10	137.51	2	0.06875	1.941	2.01	0.0169	0.081	20.6842	285.205	2091.318	2863.603	189.038	378.076	5.6778	56.0462	50.2994	23.8851	31.9236	28.276	27.5037	26.9716	28.8163	97.835	370.818	W	CHA	W	CHA	S02
IS0	tijb7ij	S02-chunked_wiich-160-7-14	150	1	0.075	2.51	2.585	0.0689	0.081	19.3922	378.488	1705.85	2608.583	192.744	385.487	-8.8766	48.67	57.6081	-6.8742	55.5908	17.5549	31.0247	17.9012	30.677	97.835	370.818	T	H	T	H	S02
