vowel.code	token.code	dur	step	stepSize	start.time	end.time	formant	freq	speaker
wagw1	wagw1-CM-subject1_list1_sent20	248.85	5	0.02262	1.676	1.699	F2	1028.07	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	5	0.02262	1.676	1.699	F3	2951.98	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	6	0.02262	1.699	1.721	F1	554.98	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	6	0.02262	1.699	1.721	F2	1027.62	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	6	0.02262	1.699	1.721	F3	3007.35	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	7	0.02262	1.721	1.744	F1	529.68	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	7	0.02262	1.721	1.744	F2	1019.59	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	7	0.02262	1.721	1.744	F3	3007.25	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	8	0.02262	1.744	1.766	F1	478.53	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	8	0.02262	1.744	1.766	F2	963.96	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	8	0.02262	1.744	1.766	F3	3012.10	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	9	0.02262	1.766	1.789	F1	466.83	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	9	0.02262	1.766	1.789	F2	950.85	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	9	0.02262	1.766	1.789	F3	2920.44	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	10	0.02262	1.789	1.812	F1	437.76	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	10	0.02262	1.789	1.812	F2	936.31	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	10	0.02262	1.789	1.812	F3	2928.96	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	11	0.02262	1.812	1.834	F1	428.75	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	11	0.02262	1.812	1.834	F2	898.63	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	11	0.02262	1.812	1.834	F3	2913.88	CM-subject1
